商品,订单号,订单状态,商品总价(元),店铺优惠折扣(元),平台优惠折扣(元),用户实付金额(元),商家实收金额(元),商品数量(件),发货时间,确认收货时间,商品id,商品规格,样式ID,商家备注,售后状态,快递单号,快递公司,订单成交时间,是否分期,分期期数,手续费承担方,手续费率
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210411-362750936241857,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23白+G28黑,8XL 建议310-350斤",798236015616	,	,无售后或售后取消,	,	,2021-04-11 15:59:43,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210411-342404629602318,待发货,58.9	,0.0	,0.0	,58.9	,58.9	,1	,	,	,220536989085	,"J06黑+J06灰,4XL 建议180-210斤",797120162533	,	,无售后或售后取消,	,	,2021-04-11 16:00:03,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-637833053263316,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W黑+火焰熊黑,7XL 建议250-270斤",795750293493	,	,无售后或售后取消,	,	,2021-04-11 15:53:08,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-242657527010696,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W白+火焰熊白,8XL 建议270-290斤",795750293554	,	,无售后或售后取消,	,	,2021-04-11 15:52:43,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-679006700773650,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W白+火焰熊黑,10XL 建议320-350斤",795750293544	,	,无售后或售后取消,	,	,2021-04-11 15:52:42,否,	,	,	
2021新款日系阔腿裤男士大码束脚裤透气舒适学生加肥加大码运动裤,210411-545482343521577,待发货,58.9	,0.0	,3.0	,55.9	,58.9	,1	,	,	,221854380009	,"S011反光灰+S011反光黑,6XL 建议240-270斤",800112990236	,	,无售后或售后取消,	,	,2021-04-11 14:53:57,否,	,	,	
国潮嘻哈中国风短袖t恤男夏季新款加肥加大码胖子宽松透气舒适t恤,210411-358251234460819,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841619309	,"G20黑+G25白,5XL 建议210-240斤",797743330895	,	,无售后或售后取消,	,	,2021-04-11 14:53:46,否,	,	,	
加肥加大码男装连帽卫衣秋冬季韩版潮流学生ins港风宽松胖子卫衣,210411-558180598771016,待发货,32.9	,0.0	,5.0	,27.9	,32.9	,1	,	,	,180326142335	,"【单件】Y644黑色,M",694650306765	,	,无售后或售后取消,	,	,2021-04-11 18:41:10,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-248142890090184,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G23白+G26黑,3XL 建议150-180斤",797756287154	,	,无售后或售后取消,	,	,2021-04-11 14:52:46,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-511630377993263,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊白+时来运转黑,5XL 建议200-230斤",795750293623	,	,无售后或售后取消,	,	,2021-04-11 16:01:13,否,	,	,	
秋季潮流ins韩版动漫卡通宽松胖子假两件长袖T恤男加肥加大上衣男,210411-529983079443867,待发货,39.9	,0.0	,0.0	,39.9	,39.9	,1	,	,	,169952572905	,"【两件装】眼睛深灰色和涂鸦史迪仔黑色,M",670452596110	,	,无售后或售后取消,	,	,2021-04-11 14:05:59,否,	,	,	
2021新款夏季宽松大码五分袖加肥加大码国潮嘻哈中国风青少年流行,210411-235275551814042,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069521113	,"G21白+G26黑,8XL 建议310-350斤",798233434174	,	,无售后或售后取消,	,	,2021-04-11 13:48:19,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-389231412430426,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G34黑+G23黑,5XL 建议210-240斤",797756287111	,	,无售后或售后取消,	,	,2021-04-11 13:19:23,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-348412969941578,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24白,4XL 建议180-210斤",797752827784	,8888888888	,无售后或售后取消,	,	,2021-04-11 12:43:08,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-346074645672962,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,2XL 建议130-150斤",797752827772	,8888888888	,无售后或售后取消,	,	,2021-04-11 12:34:45,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子嘻哈学生短袖宽松t恤百搭半袖,210411-124812002280505,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841630776	,"G29黑+G34黑,5XL 210-240斤",797754916061	,	,无售后或售后取消,	,	,2021-04-11 12:31:20,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-529249076342177,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,XL 建议115-130斤",795750293403	,8888888888	,无售后或售后取消,	,	,2021-04-11 12:24:03,否,	,	,	
秋冬季新款韩版潮流ins假两件加肥加大长袖t恤男胖子宽松大码上衣,210411-264095663180452,待发货,39.9	,0.0	,0.0	,39.9	,39.9	,1	,	,	,164373803775	,"【两件装】自由搭配联系客服,5XL",657688365370	,	,无售后或售后取消,	,	,2021-04-11 12:18:33,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-421308662970620,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G34黑,3XL 建议150-180斤",797752827793	,8888888888	,无售后或售后取消,	,	,2021-04-11 12:16:43,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-503477699680559,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,M 建议100斤内",795750293401	,8888888888	,无售后或售后取消,	,	,2021-04-11 12:15:33,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-661085226120741,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24白,M 建议75-100斤",797752827779	,8888888888	,无售后或售后取消,	,	,2021-04-11 12:08:13,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-667970438390826,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,10XL 建议320-350斤",795750293412	,8888888888	,无售后或售后取消,	,	,2021-04-11 12:05:24,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-540750644450433,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G34黑,L 建议100-115斤",797752827790	,8888888888	,无售后或售后取消,	,	,2021-04-11 11:58:26,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-165735302381172,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,4XL 建议170-200斤",795750293406	,8888888888	,无售后或售后取消,	,	,2021-04-11 11:49:39,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-133715723392524,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,4XL 建议180-210斤",797752827774	,8888888888	,无售后或售后取消,	,	,2021-04-11 11:48:24,否,	,	,	
加肥加大码印花束脚裤子2021新款男士潮流百搭休闲运动卫裤男学生,210411-312777114823833,待发货,35.9	,0.0	,0.0	,35.9	,35.9	,1	,	,	,223754188114	,"G20黑,6XL 建议240-270斤",804756794630	,	,无售后或售后取消,	,	,2021-04-11 11:43:16,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-590333871280206,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,2XL 建议130-150斤",797752827772	,8888888888	,无售后或售后取消,	,	,2021-04-11 11:39:11,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-240594453750411,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24白,2XL 建议130-150斤",797752827782	,8888888888	,无售后或售后取消,	,	,2021-04-11 11:31:31,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-628471890990804,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,6XL 建议230-250斤",795750293408	,8888888888	,无售后或售后取消,	,	,2021-04-11 11:27:45,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-406907782121683,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,2XL 建议130-150斤",797752827772	,8888888888	,无售后或售后取消,	,	,2021-04-11 11:21:05,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-054586246273650,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,4XL 建议170-200斤",795750293406	,8888888888	,无售后或售后取消,	,	,2021-04-11 11:18:36,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-659453379741242,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G34黑,L 建议100-115斤",797752827790	,8888888888	,无售后或售后取消,	,	,2021-04-11 11:12:52,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-438462055652398,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G34黑+G23白,5XL 建议210-240斤",797756287120	,	,无售后或售后取消,	,	,2021-04-11 11:05:17,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-445574022152358,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,2XL 建议130-150斤",797752827772	,8888888888	,无售后或售后取消,	,	,2021-04-11 11:01:33,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-240523674573850,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24白,L 建议100-115斤",797752827780	,8888888888	,无售后或售后取消,	,	,2021-04-11 10:55:46,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-476509635732586,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W白,2XL 建议130-150斤",795750293416	,8888888888	,无售后或售后取消,	,	,2021-04-11 10:50:55,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-218515375070094,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W白,M 建议100斤内",795750293413	,8888888888	,无售后或售后取消,	,	,2021-04-11 10:43:28,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-094864671931553,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24白,M 建议75-100斤",797752827779	,8888888888	,无售后或售后取消,	,	,2021-04-11 10:36:59,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-190032119031271,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,M 建议100斤内",795750293401	,8888888888	,无售后或售后取消,	,	,2021-04-11 10:31:05,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-176552674413608,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,M 建议75-100斤",797752827769	,8888888888	,无售后或售后取消,	,	,2021-04-11 10:29:09,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-059487028472714,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,2XL 建议130-150斤",795750293404	,8888888888	,无售后或售后取消,	,	,2021-04-11 10:21:43,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-292855481552782,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,M 建议75-100斤",797752827769	,8888888888	,无售后或售后取消,	,	,2021-04-11 10:20:14,否,	,	,	
国潮嘻哈中国风短袖t恤男夏季新款加肥加大码胖子宽松透气舒适t恤,210411-645144249370949,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841619309	,"G20黑+G25白,6XL 建议240-270斤",797743330896	,	,无售后或售后取消,	,	,2021-04-11 10:21:50,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子国潮学生短袖宽松t恤情侣半袖,210411-621108266084038,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841612936	,"G27黑+G28黑,8XL 建议310-350斤",797753899026	,	,无售后或售后取消,	,	,2021-04-11 10:16:54,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-385903494250216,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G34黑+G23白,5XL 建议210-240斤",797756287120	,	,无售后或售后取消,	,	,2021-04-11 10:14:36,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-360565965891624,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W白,2XL 建议130-150斤",795750293416	,8888888888	,无售后或售后取消,	,	,2021-04-11 10:11:14,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-337946870892187,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,L 建议100-115斤",797752827770	,8888888888	,无售后或售后取消,	,	,2021-04-11 10:10:43,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-556868568270123,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,M 建议100斤内",795750293401	,8888888888	,无售后或售后取消,	,	,2021-04-11 10:04:11,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-372239238263543,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,L 建议100-115斤",797752827770	,8888888888	,无售后或售后取消,	,	,2021-04-11 09:59:46,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-336923198660494,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G34黑+G26黑,4XL 建议180-210斤",797756287128	,	,无售后或售后取消,	,	,2021-04-11 09:52:33,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-282326467610843,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,M 建议100斤内",795750293401	,8888888888	,无售后或售后取消,	,	,2021-04-11 09:50:33,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-497544070113625,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G34黑+G23黑,6XL 建议240-270斤",797756287112	,	,无售后或售后取消,	,	,2021-04-11 09:48:53,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-090749011191435,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,XL 建议115-130斤",797752827771	,8888888888	,无售后或售后取消,	,	,2021-04-11 09:41:59,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-607957812413170,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G34黑+G23黑,6XL 建议240-270斤",797756287112	,	,无售后或售后取消,	,	,2021-04-11 09:41:05,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-072145962211033,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,L 建议100-115斤",797752827770	,8888888888	,无售后或售后取消,	,	,2021-04-11 09:40:57,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-172161762392521,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,XL 建议115-130斤",797752827771	,8888888888	,无售后或售后取消,	,	,2021-04-11 09:34:12,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210411-550834013154081,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W白,XL 建议115-130斤",795750293415	,8888888888	,无售后或售后取消,	,	,2021-04-11 09:33:20,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210411-527653929964009,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24黑,M 建议75-100斤",797752827769	,8888888888	,无售后或售后取消,	,	,2021-04-11 09:24:37,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-424725709970290,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841637576	,"G34黑,2XL 建议130-150斤",797756287072	,8888888888	,无售后或售后取消,	,	,2021-04-11 09:23:44,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-513500775442702,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G23白+G26黑,6XL 建议240-270斤",797756287157	,	,无售后或售后取消,	,	,2021-04-11 09:22:14,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-634616546422288,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G23黑+G26黑,4XL 建议180-210斤",797756287146	,	,无售后或售后取消,	,	,2021-04-11 09:17:24,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-133149492373463,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G23白+G26黑,5XL 建议210-240斤",797756287156	,	,无售后或售后取消,	,	,2021-04-11 08:56:34,否,	,	,	
加肥加大码国潮百搭T恤五分袖短袖男大码男装宽松胖子学生潮t恤男,210411-399637218320830,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841582441	,"G19白,7XL 建议270-310斤",797733867116	,	,无售后或售后取消,	,	,2021-04-11 08:50:31,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-501359576023966,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G23黑+G23白,3XL 建议150-180斤",797756287136	,	,无售后或售后取消,	,	,2021-04-11 04:24:24,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-551659767020524,待发货,38.8	,0.0	,2.0	,36.8	,38.8	,1	,	,	,220841637576	,"G34黑+G26黑,8XL 建议310-350斤",797756475680	,	,无售后或售后取消,	,	,2021-04-11 03:31:51,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子国潮学生短袖宽松t恤情侣半袖,210411-209640489950350,待发货,40.0	,0.0	,0.0	,40.0	,40.0	,1	,	,	,220841612936	,"G27黑+G28黑,8XL 建议310-350斤",797753899026	,	,无售后或售后取消,	,	,2021-04-11 02:39:51,否,	,	,	
加肥加大码国潮百搭T恤五分袖短袖男大码男装宽松胖子学生潮t恤男,210411-014386463952102,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841582441	,"G17黑+G21黑,6XL 建议240-270斤",797733105865	,	,无售后或售后取消,	,	,2021-04-11 01:08:10,否,	,	,	
加肥加大码国潮百搭T恤五分袖短袖男大码男装宽松胖子学生潮t恤男,210411-384839189553389,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841582441	,"G19白+G21白,6XL 建议240-270斤",797733105945	,	,无售后或售后取消,	,	,2021-04-11 00:06:20,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210411-396043224032104,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G23黑+G26黑,5XL 建议210-240斤",797756287147	,	,无售后或售后取消,	,	,2021-04-11 00:05:17,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子国潮学生短袖宽松t恤情侣半袖,210410-150593864800124,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841612936	,"G28白,8XL 建议310-350斤",797753899018	,	,无售后或售后取消,	,	,2021-04-10 23:42:15,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210410-340445103123099,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841637576	,"G23白,4XL 建议180-210斤",797756287092	,	,无售后或售后取消,	,	,2021-04-10 23:19:21,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210410-476196373523099,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841637576	,"G34黑,4XL 建议180-210斤",797756287074	,	,无售后或售后取消,	,	,2021-04-10 23:17:18,否,	,	,	
夏季短袖T恤男卡通印花潮牌宽松大码半袖体恤韩版加肥加大短袖男,210410-640834602000917,待发货,35.9	,0.0	,0.0	,35.9	,35.9	,1	,	,	,150374761515	,"【两件装】宗介黑色+火影眼睛黑色,7XL",624949376173	,	,无售后或售后取消,	,	,2021-04-10 22:48:19,否,	,	,	
秋冬季新款韩版潮流ins假两件加肥加大长袖t恤男胖子宽松大码上衣,210410-082470503550841,待发货,39.9	,0.0	,0.0	,39.9	,39.9	,1	,	,	,164373803775	,"【两件装】熊头深灰色+芝麻街黑色,6XL",670393267459	,	,无售后或售后取消,	,	,2021-04-10 22:01:55,否,	,	,	
加肥加大码国潮百搭T恤五分袖短袖男大码男装宽松胖子学生潮t恤男,210410-057836831963322,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841582441	,"G17黑+G19黑,6XL 建议240-270斤",797733105849	,	,无售后或售后取消,	,	,2021-04-10 21:18:58,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210410-164910859513856,待发货,40.0	,0.0	,0.0	,40.0	,40.0	,1	,	,	,220841637576	,"G23黑+G23白,3XL 建议150-180斤",797756287136	,	,无售后或售后取消,	,	,2021-04-10 21:03:26,否,	,	,	
2021夏季宽松胖子加肥加大码学生潮流百搭青少年流行港风情侣装,210410-548181116081320,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,227090536075	,"金十字白,8XL 建议310-350斤",813076586649	,	,无售后或售后取消,	,	,2021-04-10 20:40:22,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210410-646669927631233,待发货,38.8	,0.0	,2.0	,36.8	,38.8	,1	,	,	,220841637576	,"G34黑+G23黑,8XL 建议310-350斤",797756475678	,	,无售后或售后取消,	,	,2021-04-10 19:52:10,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210410-026155418822710,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G34黑+G26黑,2XL 建议130-150斤",797756287126	,	,无售后或售后取消,	,	,2021-04-10 19:38:02,否,	,	,	
国潮嘻哈中国风短袖t恤男夏季新款加肥加大码胖子宽松透气舒适t恤,210410-050795643860800,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841619309	,"G20黑+G21黑,7XL 建议270-310斤",797743330877	,	,无售后或售后取消,	,	,2021-04-10 19:27:27,否,	,	,	
春夏新款宽松大码胖子t恤男加肥加大码国潮嘻哈中国风潮流学生t恤,210410-205138166902569,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069548028	,"G23白+G29白,4XL 建议180-210斤",798237365326	,	,无售后或售后取消,	,	,2021-04-10 18:12:10,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210410-346644808750324,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G23黑+G23白,6XL 建议240-270斤",797756287139	,	,无售后或售后取消,	,	,2021-04-10 17:00:34,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210410-490806969332955,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G23黑+G23白,6XL 建议240-270斤",797756287139	,	,无售后或售后取消,	,	,2021-04-10 17:00:17,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210410-255555011782803,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G23黑+G23白,5XL 建议210-240斤",797756287138	,	,无售后或售后取消,	,	,2021-04-10 16:43:26,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210410-516037018673404,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841637576	,"G23白,5XL 建议210-240斤",797756287093	,	,无售后或售后取消,	,	,2021-04-10 16:16:00,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210410-639307613232118,待发货,35.9	,0.0	,3.0	,32.9	,35.9	,1	,	,	,220536989085	,"J06灰,3XL 建议150-180斤",797118435126	,	,无售后或售后取消,	,	,2021-04-10 15:59:53,否,	,	,	
2021新款胖子男装t恤学生潮流百搭五分袖上衣国潮嘻哈中国风宽松,210410-365892732080275,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069478513	,"G20白+G22白,4XL 建议180-210斤",798232014778	,	,无售后或售后取消,	,	,2021-04-10 15:41:50,否,	,	,	
秋冬季新款韩版潮流ins假两件加肥加大长袖t恤男胖子宽松大码上衣,210409-412288943352337,待发货,25.9	,0.0	,0.0	,25.9	,25.9	,1	,	,	,164373803775	,"【单件】路飞深灰色,L",657688365255	,	,无售后或售后取消,	,	,2021-04-09 19:49:07,否,	,	,	
